url,title,property type,property_size(Sq Ft),price(BDT),service_charge(BDT),bedrooms,bathrooms,parking,lift,floor,interior_style,year built,building registration type,preferred tennant,garage(Sq Ft),front_road(Sq Ft),common_area(Sq Ft),city_area,district,zip_code,country
https://rents.com.bd/property/we-bring-you-a-nice-spacious-residence-of-2200-sq-ft-for-rent-in-gulshan/,We Bring You A Nice & Spacious Residence Of 2200 Sq Ft For Rent In Gulshan,Residential Apartment,2200.0,120000,12000,03,03,01,1.0,3rd Floor,Un-Furnished,2008.0, Residential, Foreigner,120,16,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/well-built-and-properly-designed-commercial-space-of-10000-sq-ft-available-for-rent-in-tejgaon/,Well Built And Properly Designed Commercial Space Of 10000 SQ FT Available For Rent In Tejgaon,Commercial Space,10000.0,1600000,150000,,,03,4.0,4th floor,Un-Furnished,2009.0, Commercial,Corporate Office or MNC Office,360,60,950,Tejgaon,Dhaka,1208,Bangladesh
https://rents.com.bd/property/a-nice-and-comfortable-2200-sq-ft-fully-furnished-apartment-is-up-for-rent-in-gulshan/,A Nice And Comfortable 2200 Sq Ft Fully-Furnished Apartment Is Up For Rent In Gulshan,Residential Apartment,2200.0,130000,10000,03,03,01,1.0,2nd Floor,Fully-Furnised,2005.0, Residential, Foreigner,120,24,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/stunning-views-with-quality-finishing-a-10000-sq-ft-full-building-is-up-for-rent-in-banani/,Stunning Views With Quality Finishing A 10000 Sq Ft Full Building Is Up For Rent In Banani,Commercial Space,10000.0,900000,,,,02,,Individual House,Un-Furnished,2000.0, Residential, Foreigner,240,40,950,Banani ,Dhaka,,Bangladesh
https://rents.com.bd/property/luxury-all-around-in-this-4300-sq-ft-flat-is-available-for-rent-in-baridhara-diplomatic-zone/,Luxury All Around In This 4300 Sq. Ft Flat Is Available For Rent In Baridhara Diplomatic Zone,Residential Apartment,4300.0,260000,21000,04,04,02,2.0,2nd floor,Fully-Furnised,2010.0, Residential, Foreigner,240,24,350,Baridhara Diplomatic Zone,Dhaka,,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-flat-of-4000-sq-ft-is-up-for-rent-is-situated-in-baridhara-diplomatic-zone/,A Modern Well-planned Flat Of 4000 Sq Ft Is Up For Rent Is Situated In Baridhara Diplomatic Zone,Residential Apartment,4000.0,320000,20000,03,04,02,2.0,3rd floor,Un-Furnished,2017.0, Residential, Foreigner,240,24,350,Baridhara Diplomatic Zone,Dhaka,,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2500-sq-ft-office-space-now-vacant-for-rent-in-gulshan/,Spaciously Designed And Strongly Structured This 2500 Sq. Ft Office Space Now Vacant For Rent In Gulshan,Commercial Space,2500.0,100000,10000,,,02,1.0,5th floor,Un-Furnished,2002.0, Residential,Corporate Office or MNC Office,240,30,150,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/we-bring-you-a-nice-spacious-residence-of-2900-sq-ft-for-rent-in-gulshan/,We Bring You A Nice & Spacious Residence Of 2900 Sq Ft For Rent In Gulshan,Residential Apartment,2900.0,100000,10000,03,03,01,1.0,1st Floor,Un-Furnished,2008.0, Residential, Foreigner,120,24,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-flat-of-3500-sq-ft-is-up-for-rent-is-situated-in-baridhara-diplomatic-zone/,A Modern Well-planned Flat Of 3500 Sq Ft Is Up For Rent Is Situated In Baridhara Diplomatic Zone,Residential Apartment,3500.0,250000,17500,04,04,02,2.0,3rd Floor,Semi-Furnished,2012.0, Residential, Foreigner,240,24,250,Baridhara Diplomatic Zone,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-nice-and-comfortable-2900-sq-ft-office-space-is-up-for-rent-in-gulshan/,A Nice And Comfortable 2900 Sq Ft Office Space Is Up For Rent In Gulshan,Commercial Space,2900.0,150000,8000,,,02,3.0,9th floor,Un-Furnished,2016.0, Residential,Corporate Office or MNC Office,240,40,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/stunning-luxury-home-of-4400-sq-ft-in-the-prestigious-community-of-gulshan-is-up-for-rent/,"Stunning Luxury Home Of 4400 Sq Ft In The Prestigious Community Of Gulshan, Is Up For Rent",Residential Apartment,4400.0,320000,35000,04,04,02,2.0,5th Floor,Un-Furnished,2023.0, Residential, Foreigner,240,24,250,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/rarely-available-a-2000-sq-ft-apartment-is-ready-for-rent-in-gulshan-with-satisfactory-price/,Rarely Available A 2000 Sq Ft Apartment Is Ready For Rent In Gulshan With Satisfactory Price,Residential Apartment,2000.0,160000,15000,03,03,01,1.0,4th Floor,Semi-Furnished,2010.0, Residential, Foreigner,120,24,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-4865-sq-ft-commercial-space-now-vacant-for-rent-in-gulshan/,Spaciously Designed And Strongly Structured This 4865 Sq. Ft Commercial Space Now Vacant For Rent In Gulshan,Commercial Space,4865.0,729750,72975,,,02,4.0,10th floor,Un-Furnished,2008.0, Commercial,Corporate Office or MNC Office,240,60,250,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/exclusive-designed-and-fully-furnished-apartment-of-2370-sq-ft-is-all-set-for-rent-in-baridhara-diplomatic-zone/,Exclusive Designed And Fully Furnished Apartment Of 2370 Sq Ft Is All Set For Rent In Baridhara Diplomatic Zone,Residential Apartment,2370.0,210000,12000,03,03,02,2.0,6th floor,Fully-Furnised,2017.0, Residential, Foreigner,240,24,250,Baridhara Diplomatic Zone,Dhaka,,Bangladesh
https://rents.com.bd/property/brand-new-and-strongly-structured-this-4000-sq-ft-commercial-space-now-vacant-for-rent-in-gulshan-avenue/,Brand New And Strongly Structured This 4000 Sq. Ft Commercial Space Now Vacant For Rent In Gulshan Avenue,Commercial Space,4000.0,1400000.0,60000,,,02,2.0,1st floor,Un-Furnished,2022.0, Commercial,Corporate Office or MNC Office,240,60,250,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/2900-sq-ft-nicely-planned-office-space-is-available-for-rent-in-banani/,2900 Sq Ft Nicely Planned Office space Is Available For Rent In Banani,Commercial Space,2900.0,165000,15000,,,02,2.0,5th floor,Fully-Furnised,1995.0, Residential,Corporate Office or MNC Office,240,40,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/well-fitted-office-space-is-here-available-for-rental-purpose-covering-2800-sq-ft-in-banani/,Well Fitted Office Space Is Here Available For Rental Purpose Covering 2800 Sq Ft In Banani,Commercial Space,2800.0,130000,,,,01,1.0,5th floor,Semi-Furnished,1980.0, Residential,Corporate Office or MNC Office,120,30,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-office-space-of-2800-sq-ft-is-up-for-rent-in-banani/,A Modern Well-planned Office Space Of 2800 Sq Ft Is Up For Rent In Banani,Commercial Space,2800.0,150000,12000,,,01,1.0,4th floor,Semi-Furnished,2000.0, Residential,Corporate Office or MNC Office,120,30,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/well-built-and-properly-designed-commercial-space-of-6120-sq-ft-for-rent-in-gulshan-2/,Well Built And Properly Designed Commercial Space Of 6120 SQ FT For Rent In Gulshan,Commercial Space,6120.0,734400,61200,,,01,2.0,4th floor,Un-Furnished,2000.0, Commercial,Corporate Office or MNC Office,120,40,450,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-brand-new-commercial-space-of-2100-sq-ft-is-up-for-rent-is-situated-in-banani-2/,A Modern Well-planned Brand New Commercial Space Of 2100 Sq Ft Is Up For Rent Is Situated In Banani,Commercial Space,2100.0,283500,28000,,,01,2.0,9th floor,Un-Furnished,2022.0, Commercial, Corporate Office or MNC Offices,120,40,150,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-office-space-of-3600-sq-ft-is-up-for-rent-in-banani/,A Modern Well-planned Office Space Of 3600 Sq Ft Is Up For Rent In Banani,Commercial Space,3600.0,216000,,,,01,1.0,5th floor,Un-Furnished,2002.0, Residential,Corporate Office or MNC Office,120,40,220,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/well-built-and-properly-designed-commercial-space-of-6120-sq-ft-for-rent-in-gulshan/,Well Built And Properly Designed Commercial Space Of 6120 SQ FT For Rent In Gulshan,Commercial Space,6120.0,612000,61200,,,01,2.0,11th floor,Un-Furnished,2000.0, Commercial,Corporate Office or MNC Office,120,40,450,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/well-fitted-commercial-space-is-here-available-for-rental-purpose-covering-2084-sq-ft-in-gulshan-avenue/,Well Fitted Commercial Space Is Here Available For Rental Purpose Covering 2084 Sq Ft In Gulshan Avenue,Commercial Space,2084.0,281340,20840,,,02,2.0,5th floor,Un-Furnished,2005.0, Commercial,Corporate Office or MNC Office,240,60,180,Gulshan Avenue,Dhaka,1212,Bangladesh
https://rents.com.bd/property/rarely-available-a-2950-sq-ft-apartment-is-ready-for-rent-in-gulshan-with-satisfactory-price/,Rarely Available A 2950 Sq Ft Apartment Is Ready for Rent In Gulshan With Satisfactory Price,Residential Apartment,2950.0,170000,14500,03,03,02,2.0,8th Floor,Semi-Furnished,2010.0, Residential, Foreigner,240,24,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/wonderful-office-space-covering-an-area-of-3600-sq-ft-is-available-for-rent-in-banani/,Wonderful Office Space Covering An Area Of 3600 Sq Ft Is Available For Rent In Banani,Commercial Space,3600.0,216000,,,,01,1.0,4th floor,Un-Furnished,2002.0, Residential,Corporate Office or MNC Office,120,40,220,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/rarely-available-a-2000-sq-ft-furnished-apartment-is-ready-for-rent-in-gulshan-with-satisfactory-price/,Rarely Available A 2000 Sq Ft Furnished Apartment Is Ready for Rent In Gulshan With Satisfactory Price,Residential Apartment,2000.0,110000,9000,03,03,01,2.0,6th Floor,Fully-Furnised,2010.0, Residential, Foreigner,120,24,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/wonderful-office-space-covering-an-area-of-2234-sq-ft-is-available-for-rent-in-banani/,Wonderful Office Space Covering An Area Of 2234 Sq Ft Is Available For Rent In Banani,Commercial Space,2234.0,100000,8500,,,01,1.0,2nd floor,Semi-Furnished,2008.0, Residential,Corporate Office or MNC Office,120,40,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-independent-house-of-25000-sq-ft-is-up-for-rent-in-banani/,A Modern Well-planned Independent House Of 25000 Sq Ft Is Up For Rent In Banani,Commercial Space,25000.0,1500000.0,,,,08,1.0,Ground to 6th floor,Un-Furnished,2002.0, Residential, Foreigner,960,40,2200,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/well-built-and-properly-designed-commercial-space-of-7400-sq-ft-for-rent-in-gulshan/,Well Built And Properly Designed Commercial Space of 7400 SQ FT For Rent In Gulshan,Commercial Space,7400.0,1073000,111000,,,02,2.0,4th & 6th floor,Un-Furnished,2020.0, Commercial,Corporate Office or MNC Office,240,60,550,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-finely-built-1174-sq-ft-brand-new-commercial-space-is-up-for-rent-in-gulshan-avenue/,A Finely Built 1174 Sq Ft Brand New Commercial Space Is Up For Rent In Gulshan Avenue,Commercial Space,1174.0,704400,17610,,,01,3.0,Ground floor,Un-Furnished,2022.0, Commercial,Corporate Office or MNC Office,120,60,150,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/well-fitted-commercial-space-is-here-available-for-rental-purpose-covering-2000-sq-ft-in-banani-2/,Well Fitted Commercial Space Is Here Available For Rental Purpose Covering 2000 Sq Ft In Banani,Commercial Space,2000.0,220000,20000,,,01,2.0,7th floor,Un-Furnished,2010.0, Commercial,Corporate Office or MNC Office,120,60,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-office-space-of-2900-sq-ft-available-now-for-rent-in-gulshan/,A Nicely Constructed Office Space Of 2900 Sq Ft  Available Now For Rent In Gulshan,Commercial Space,2900.0,160000,10000,,,02,2.0,7th,Un-Furnished,2020.0, Residential,Corporate Office or MNC Office,240,40,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-fully-furnished-apartment-of-2300-sq-ft-is-available-for-rent-in-gulshan/,A Nicely Constructed Fully Furnished Apartment Of 2300 Sq Ft Is Available For Rent In Gulshan,Residential Apartment,2300.0,165000,12000,03,03,01,2.0,7th Floor,Fully-Furnised,2016.0, Residential, Foreigner,120,24,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/fully-furnished-commercial-space-of-1600-sq-ft-is-ready-for-rent-in-tejgaon/,Fully Furnished Commercial Space Of 1600 Sq Ft Is Ready For Rent In Tejgaon,Commercial Space,1600.0,192000,16000,,,,1.0,1st floor,Fully-Furnised,2021.0, Commercial,Corporate Office or MNC Office,nan,60,120,Tejgaon,Dhaka,1208,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-commercial-space-of-1400-sq-ft-is-available-for-rent-in-gulshan-avenue/,A Nicely Constructed Commercial Space Of 1400 Sq Ft Is Available For Rent In Gulshan Avenue,Commercial Space,1400.0,182000,14000,,,01,2.0,5th floor,Un-Furnished,2005.0, Commercial,Corporate Office or MNC Office,120,60,120,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-apartment-of-2900-sq-ft-available-now-for-rent-in-gulshan/,A Nicely Constructed Apartment Of 2900 Sq Ft Available Now For Rent In Gulshan,Residential Apartment,2900.0,150000,12000,04,04,03,2.0,4th Floor,Un-Furnished,2004.0, Residential, Foreigner,360,16,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/exclusive-fully-furnished-commercial-space-of-7500-sq-ft-here-available-for-rent-in-tejgaon/,Exclusive Fully Furnished Commercial Space Of 7500 Sq Ft Here Available For Rent In Tejgaon,Commercial Space,7500.0,1125000,75000,,,02,1.0,3rd floor,Fully-Furnised,2021.0, Commercial,Corporate Office or MNC Office,240,60,550,Tejgaon,Dhaka,1208,Bangladesh
https://rents.com.bd/property/in-the-prominent-location-of-gulshan-this-beautiful-apartment-of-2900-sq-ft-is-waiting-for-rent/,"In the Prominent Location Of Gulshan, This Beautiful Apartment Of 2900 Sq. Ft. Is Waiting For Rent",Residential Apartment,2900.0,130000,10000,04,04,02,1.0,4th Floor,Un-Furnished,2009.0, Residential, Foreigner,240,24,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/well-fitted-commercial-space-of-6700-sq-ft-here-available-for-rent-in-gulshan-avenue/,Well Fitted Commercial Space Of 6700 Sq Ft Here Available For Rent In Gulshan Avenue,Commercial Space,6700.0,871000,67000,,,02,2.0,5th floor,Un-Furnished,2000.0, Commercial,Corporate Office or MNC Office,240,60,550,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/brand-new-4000-sq-ft-flat-is-here-available-for-rental-purpose-located-at-gulshan/,Brand New 4000 Sq Ft Flat Is Here Available For Rental Purpose Located At Gulshan,Residential Apartment,4000.0,250000,20000,04,04,01,2.0,1st-7th Floor Available,Semi-Furnished,2023.0, Residential, Foreigner,120,24,250,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-fully-furnished-apartment-of-3000-sq-ft-available-now-for-rent-in-gulshan/,A Nicely Constructed Fully-Furnished Apartment Of 3000 Sq Ft Available Now For Rent In Gulshan,Residential Apartment,3000.0,210000,12500,03,04,01,2.0,9th Floor,Fully-Furnised,2017.0, Residential, Foreigner,120,24,220,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/30000-sq-ft-independent-house-now-vacant-for-rent-in-banani/,30000 Sq. Ft Independent House Now Vacant For Rent In Banani,Commercial Space,30000.0,1950000,,,,08,1.0,Independent House,Un-Furnished,2000.0, Residential,Corporate Office or MNC Office,960,30,4050,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/brand-new-2595-sq-ft-commercial-space-now-available-for-rent-in-banani/,Brand New 2595 Sq Ft Commercial Space Now Available  For Rent In Banani,Commercial Space,2595.0,441150,38925,,,01,2.0,9th floor,Un-Furnished,2022.0, Commercial,Corporate Office or MNC Office,120,60,220,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/well-built-and-properly-designed-office-space-of-2200-sq-ft-for-rent-in-banani/,Well Built And Properly Designed Office Space Of 2200 SQ FT For Rent In Banani,Commercial Space,2200.0,100000,12000,,,01,1.0,1st floor,Un-Furnished,2000.0, Residential,Corporate Office or MNC Office,120,30,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/well-built-and-properly-designed-commercial-space-of-1500-sq-ft-now-vacant-for-rent-in-gulshan-avenue/,Well Built And Properly Designed Commercial Space Of 1500 SQ FT Now Vacant For Rent In Gulshan Avenue,Commercial Space,1500.0,300000,30000,,,01,3.0,10th floor,Un-Furnished,2012.0, Commercial,Corporate Office or MNC Office,120,60,120,Gulshan Avenue,Dhaka,1212,Bangladesh
https://rents.com.bd/property/brand-new-48000-sq-ft-commercial-full-building-available-for-rent-in-gulshan/,Brand New 48000 Sq. Ft. Commercial Full Building Available For Rent In Gulshan,Commercial Space,48000.0,4560000,480000,,,09,2.0,2nd-9th floor,Un-Furnished,2022.0, Commercial,Corporate Office or MNC Office,1080,60,5000,Gulshan Avenue,Dhaka,1212,Bangladesh
https://rents.com.bd/property/brand-new-1662-sq-ft-commercial-space-now-ready-for-rent-at-gulshan-avenue/,Brand New 1662 Sq Ft Commercial Space Now Ready For Rent At Gulshan Avenue,Commercial Space,1662.0,249300,16620,,,01,3.0,16th floor,Un-Furnished,2022.0, Commercial, Corporate Office or MNC Offices,120,50,150,Gulshan Avenue,Dhaka,1212,Bangladesh
https://rents.com.bd/property/well-fitted-flat-is-here-available-for-rental-purpose-covering-2700-sq-ft-space-in-banani/,Well Fitted Flat Is Here Available For Rental Purpose Covering 2700 Sq Ft Space In Banani,Residential Apartment,2700.0,110000,10000,03,03,01,1.0,4th floor,Un-Furnished,2015.0, Residential, Foreigner,120,24,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/tastefully-designed-this-2000-sq-ft-restaurant-space-now-vacant-for-rent-in-banani/,Tastefully Designed This 2000 SQ FT Restaurant Space Now Vacant For Rent In Banani,Commercial Space,2000.0,500000,30000,,,01,2.0,Ground floor,Un-Furnished,2021.0, Commercial,Corporate Office or MNC Office,120,60,150,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2200-sq-ft-commercial-space-now-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 2200 Sq. Ft Commercial Space Now Vacant For Rent In Banani,Commercial Space,2200.0,264000,38000,,,01,2.0,6th floor,Un-Furnished,2006.0, Commercial,Corporate Office or MNC Office,120,50,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-brand-new-commercial-space-of-6000-sq-ft-available-now-for-rent-in-gulshan/,A Nicely Constructed Brand New Commercial Space Of 6000 Sq Ft Available Now For Rent In Gulshan,Commercial Space,6000.0,660000,60000,,,01,2.0,6th floor,Un-Furnished,2022.0, Commercial,Corporate Office or MNC Office,120,60,450,Gulshan Avenue,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-commercial-space-of-6051-sq-ft-available-now-for-rent-in-gulshan/,A Nicely Constructed Commercial Space Of 6051 Sq Ft Available Now For Rent In Gulshan,Commercial Space,6051.0,1058925,151275,,,05,4.0,9th floor,Un-Furnished,2011.0, Commercial,Corporate Office or MNC Office,600,60,450,Gulshan 2,Dhaka,2,Bangladesh
https://rents.com.bd/property/well-fitted-brand-new-flat-is-here-available-for-rental-purpose-covering-2100-sq-ft-space-in-gulshan/,Well Fitted Brand New Flat Is Here Available For Rental Purpose Covering 2100 Sq Ft Space In Gulshan,Residential Apartment,2100.0,145000,10500,03,03,01,2.0,6th floor,Un-Furnished,2022.0, Residential, Foreigner,120,24,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/tastefully-designed-this-2500-sq-ft-office-space-now-vacant-for-rent-in-gulshan/,Tastefully Designed This 2500 SQ FT Office Space Now Vacant For Rent In Gulshan,Commercial Space,2500.0,140000,20000,,,01,1.0,5th floor,Un-Furnished,2000.0,,Corporate Office or MNC Office,120,30,150,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-7000-sq-ft-commercial-space-is-vacant-for-rent-in-tejgaon/,Spaciously Designed And Strongly Structured This 7000 Sq. Ft Commercial Space Is Vacant For Rent In Tejgaon,Commercial Space,7000.0,700000,70000,,,02,2.0,8th floor,Un-Furnished,2016.0, Commercial,Corporate Office or MNC Office,nan,60,550,Tejgaon,Dhaka,1208,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-office-space-of-2800-sq-ft-available-now-for-rent-in-gulshan/,A Nicely Constructed Office Space Of 2800 Sq Ft  Available Now For Rent In Gulshan,Commercial Space,2800.0,140000,20000,,,01,1.0,1st floor,Un-Furnished,2000.0,,Corporate Office or MNC Office,120,30,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-7500-sq-ft-individual-house-now-vacant-for-rent-in-gulshan/,Spaciously Designed And Strongly Structured This 7500 Sq. Ft Individual House Now Vacant For Rent In Gulshan,Commercial Space,7500.0,500000,,,,04,,Ground to 3rd Floor,Un-Furnished,1995.0, Residential,Corporate Office or MNC Office,480,30,450,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-commercial-space-of-4106-sq-ft-available-now-for-rent-in-tejgaon/,A Nicely Constructed Commercial Space Of 4106 Sq Ft Available Now For Rent In Tejgaon,Commercial Space,4106.0,410600,7500,,,02,2.0,3rd floor,Un-Furnished,2012.0, Commercial,Corporate Office or MNC Office,nan,60,250,Tejgaon,Dhaka,1208,Bangladesh
https://rents.com.bd/property/exclusive-brand-new-commercial-space-of-11000-sq-ft-is-available-for-rent-in-tejgaon/,"Exclusive Brand New Commercial Space Of 11,000 Sq Ft Is Available For Rent In Tejgaon",Commercial Space,11000.0,1760000,170000,,,04,4.0,13th floor,Un-Furnished,2022.0, Commercial,Corporate Office or MNC Office,nan,60,950,Tejgaon,Dhaka,1208,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2800-sq-ft-commercial-space-is-vacant-for-rent-in-tejgaon/,Spaciously Designed And Strongly Structured This 2800 Sq. Ft Commercial Space Is Vacant For Rent In Tejgaon,Commercial Space,2800.0,140000,14000,,,,,4th floor,Un-Furnished,2022.0, Commercial,Corporate Office or MNC Office,nan,60,180,Tejgaon,Dhaka,1208,Bangladesh
https://rents.com.bd/property/2200-sq-ft-restaurent-space-available-for-rent-2/,2200 Sq Ft Restaurent space Available for rent,Commercial Space,,,,,,,,,,,,,nan,,,Banani,Dhaka,1230,Bangladesh
https://rents.com.bd/property/rarely-available-a-2500-sq-ft-commercial-space-to-rent-in-banani-with-satisfactory-price/,Rarely Available A 2500 Sq Ft Commercial Space To Rent In Banani With Satisfactory Price.,Commercial Space,2500.0,350000,,,,,,Ground floor,Un-Furnished,2005.0, Residential, Corporate Office or MNC Offices,nan,25,150,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/a-nice-and-comfortable-5-bedrooms-apartment-of-4000-sq-ft-is-up-for-rent-in-gulshan/,A Nice And Comfortable 5 Bedrooms Apartment Of 4000 Sq Ft  Is Up For Rent In Gulshan,Residential Apartment,4000.0,150000,15000,05,05,02,1.0,5th floor,Semi-Furnished,2010.0, Residential, Foreigner,240,24,350,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-flat-of-2950-sq-ft-is-up-for-rent-is-situated-in-gulshan/,A Modern Well-planned Flat Of 2950 Sq Ft Is Up For Rent Is Situated In Gulshan,Residential Apartment,2950.0,150000,15000,04,04,01,2.0,3rd floor,Un-Furnished,2015.0, Residential, Foreigner,120,24,220,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/excellent-flat-of-2950-sq-ft-is-up-for-rent-in-the-fine-location-of-gulshan/,Excellent Flat Of 2950 Sq Ft Is Up For Rent In The Fine Location Of Gulshan,Residential Apartment,2950.0,160000,15000,04,04,01,2.0,1st floor,Un-Furnished,2010.0, Residential, Foreigner,120,24,220,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/well-fitted-flat-is-here-available-for-rental-purpose-covering-2300-sq-ft-space-in-gulshan/,Well Fitted Flat Is Here Available For Rental Purpose Covering 2300 Sq Ft Space In Gulshan,Residential Apartment,2300.0,100000,7000,03,03,01,1.0,3rd floor,Un-Furnished,2008.0, Residential, Foreigner,120,24,150,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-furnished-apartment-of-2200-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Furnished Apartment Of 2200 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,2200.0,100000,8000,03,03,01,1.0,2nd floor,Fully-Furnised,2009.0, Residential, Foreigner,120,24,150,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-dazzling-2700-sq-ft-residential-property-is-up-for-rent-located-at-gulshan/,A Dazzling 2700 Sq Ft Residential Property Is Up For Rent Located At Gulshan,Residential Apartment,2700.0,125000,10000,03,03,01,1.0,1st floor,Fully-Furnised,2010.0, Residential, Foreigner,120,24,150,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2300-sq-ft-commercial-space-now-vacant-for-rent-in-gulshan/,Spaciously Designed And Strongly Structured This 2300 Sq. Ft Commercial Space Now Vacant For Rent In Gulshan,Commercial Space,2300.0,230000,20000,,,01,1.0,5th floor,Un-Furnished,2000.0, Commercial,Corporate Office or MNC Office,120,60,150,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/rarely-available-a-2700-sq-ft-house-to-rent-in-gulshan-with-satisfactory-price/,Rarely Available A 2700 Sq Ft House To Rent In Gulshan With Satisfactory Price.,Residential Apartment,2700.0,160000,,04,04,01,2.0,9th floor,Un-Furnished,2010.0, Residential, Foreigner,120,24,150,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/tastefully-designed-this-3300-sq-ft-office-space-now-vacant-for-rent-in-banani/,Tastefully Designed This 3300 SQ FT Office Space Now Vacant For Rent In Banani,Commercial Space,3300.0,170000,15000,,,02,1.0,2nd floor,Un-Furnished,2002.0,,Corporate Office or MNC Office,240,30,250,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-office-space-of-2500-sq-ft-is-available-for-rent-in-gulshan/,A Nicely Constructed Office Space Of 2500 Sq Ft Is Available For Rent In Gulshan,Commercial Space,2500.0,110000,8000,,,01,1.0,1st floor,Un-Furnished,2000.0,,Corporate Office or MNC Office,120,25,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-3372-sq-ft-commercial-space-now-vacant-for-rent-in-gulshan/,Spaciously Designed And Strongly Structured This 3372 Sq. Ft Commercial Space Now Vacant For Rent In Gulshan,Commercial Space,3372.0,573240,50580,,,01,1.0,8th floor,Un-Furnished,2022.0, Commercial,Corporate Office or MNC Office,120,60,280,Gulshan 2,Dhaka,2,Bangladesh
