url,title,property type,property_size(Sq Ft),price(BDT),service_charge(BDT),bedrooms,bathrooms,parking,lift,floor,interior_style,year built,building registration type,preferred tennant,garage(Sq Ft),front_road(Sq Ft),common_area(Sq Ft),city_area,district,zip_code,country
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2230-sq-ft-commercial-space-is-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 2230 Sq. Ft. Commercial Space Is Vacant For Rent In Banani,Commercial Space,2230.0,557500,22300,,,01,1.0,1st floor,Un-Furnished,2018.0, Commercial, Foreigner,120,40,180,Banani,Dhaka,,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2200-sq-ft-apartment-is-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 2200 Sq. Ft Apartment Is Vacant For Rent In Banani,Residential Apartment,2200.0,100000,8000,03,03,01,1.0,2nd floor,Fully-Furnised,2008.0, Residential, Foreigner,120,24,180,Banani ,Dhaka,,Bangladesh
https://rents.com.bd/property/brand-new-6000-sq-ft-office-space-is-up-for-rent-in-gulshan/,Brand New 6000 Sq Ft Office Space Is Up For Rent In Gulshan,Commercial Space,6000.0,400000,,,,4,2.0,9th floor,Un-Furnished,2022.0, Residential, Foreigner,480,40,450,Gulshan,Dhaka,,Bangladesh
https://rents.com.bd/property/uniquely-designed-2120-sq-ft-office-space-is-up-for-rent-in-gulshan/,Uniquely Designed 2120 Sq Ft Office Space Is Up For Rent In Gulshan,Commercial Space,2120.0,150000,,,,02,2.0,5th floor,Un-Furnished,2022.0, Residential, Foreigner,240,30,150,Gulshan,Dhaka,,Bangladesh
https://rents.com.bd/property/stunning-views-with-quality-finishing-a-2200-sq-ft-apartment-is-up-for-rent-in-banani/,Stunning Views With Quality Finishing A 2200 Sq Ft Apartment Is Up For Rent In Banani,Residential Apartment,2200.0,110000,11000,03,03,01,1.0,8th top + 4th Floor,Fully-Furnised,2010.0, Residential, Foreigner,120,12,220,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2600-sq-ft-office-space-now-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 2600 Sq. Ft. Office Space Now Vacant For Rent In Banani,Commercial Space,2600.0,110000,11000,,,01,1.0,2nd floor,Un-Furnished,2006.0, Residential,Corporate Office or MNC Office,120,30,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/tastefully-designed-this-2400-sq-ft-office-space-is-vacant-for-rent-in-banani/,Tastefully Designed This 2400 SQ FT Office Space Is Vacant For Rent In Banani,Commercial Space,2400.0,210000,20000,,,01,2.0,8th floor,Un-Furnished,2017.0, Residential,Corporate Office or MNC Office,120,40,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/uniquely-designed-2461-sq-ft-office-space-is-up-for-rent-in-gulshan/,Uniquely Designed 2461 Sq Ft Office Space Is Up For Rent In Gulshan,Commercial Space,2461.0,100000,,,,01,1.0,5th floor,Un-Furnished,2016.0, Residential, Foreigner,120,40,180,Gulshan,Dhaka,,Bangladesh
https://rents.com.bd/property/tastefully-designed-this-950-sq-ft-office-space-is-vacant-for-rent-in-banani/,Tastefully Designed This 950 SQ FT Office Space Is Vacant For Rent In Banani,Commercial Space,950.0,100000,10000,,,01,,1st floor,Un-Furnished,2000.0, Residential,Corporate Office or MNC Office,120,40,120,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/a-nice-and-comfortable-2000-sq-ft-furnished-apartment-is-up-for-rent-in-banani/,A Nice And Comfortable 2000 Sq Ft Furnished Apartment Is Up For Rent In Banani,Residential Apartment,2000.0,100000,7000,03,03,01,1.0,2nd floor,Fully-Furnised,2008.0, Residential, Foreigner,120,16,150,Banani,Dhaka,,Bangladesh
https://rents.com.bd/property/uniquely-designed-2485-sq-ft-office-space-is-up-for-rent-in-banani/,Uniquely Designed 2485 Sq Ft Office Space Is Up For Rent In Banani,Commercial Space,2485.0,120000,10000,,,01,1.0,5th floor,Semi-Furnished,2003.0, Residential,Corporate Office or MNC Office,120,30,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/well-planned-brand-new-office-space-of-4200-sq-ft-is-up-for-rent-in-gulshan/,Well-planned Brand New Office Space Of 4200 Sq Ft Is Up For Rent In Gulshan,Commercial Space,4200.0,420000,,,,02,2.0,5th floor,Un-Furnished,2023.0, Residential, Foreigner,240,40,250,Gulshan,Dhaka,,Bangladesh
https://rents.com.bd/property/800-sq-ft-nice-office-space-is-up-for-rent-in-gulshan/,800 Sq. Ft. Nice Office Space Is Up For Rent In Gulshan,Commercial Space,800.0,80000,,,,,1.0,Ground floor,Un-Furnished,2012.0, Residential, Foreigner,120,30,100,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/stunning-views-with-quality-finishing-a-2200-sq-ft-fully-furnished-apartment-is-up-for-rent-in-banani/,Stunning Views With Quality Finishing A 2200 Sq Ft Fully-Furnished Apartment Is Up For Rent In Banani,Residential Apartment,2200.0,150000,9000,03,03,01,2.0,3rd Floor Available,Fully-Furnised,2010.0, Residential, Foreigner,120,24,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-office-space-of-2600-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Office Space Of 2600 Sq Ft Is Up For Rent In Gulshan,Commercial Space,2600.0,150000,10000,,,01,1.0,Ground floor,Un-Furnished,2015.0, Residential, Foreigner,120,30,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/uniquely-designed-2300-sq-ft-fully-furnished-flat-is-up-for-rent-in-banani/,Uniquely Designed 2300 Sq Ft Fully-Furnished Flat Is Up For Rent In Banani,Commercial Space,2300.0,150000,9000,03,03,01,2.0,13th Floor,Fully-Furnised,2010.0, Residential, Foreigner,120,16,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-fully-furnished-apartment-of-2300-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Fully-Furnished Apartment Of 2300 Sq Ft Is Up For Rent In Gulshan,Commercial Space,2300.0,130000,,03,04,01,2.0,5th Floor,Fully-Furnised,2015.0, Residential, Foreigner,120,24,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/wonderful-fully-furnished-flat-covering-an-area-of-2200-sq-ft-is-available-for-rent-in-gulshan/,Wonderful Fully-Furnished Flat Covering An Area Of 2200 Sq Ft Is Available For Rent In Gulshan,Commercial Space,2200.0,150000,13000,03,03,01,1.0,3rd Floor,Fully-Furnised,2012.0, Residential, Foreigner,120,16,180,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-5200-sq-ft-restaurant-space-now-vacant-for-rent-in-gulshan-avenue/,Spaciously Designed And Strongly Structured This 5200 Sq. Ft Restaurant Space Now Vacant For Rent In Gulshan Avenue,Commercial Space,5200.0,1560000,52000,,,02,3.0,Ground  floor,Un-Furnished,2018.0, Commercial,Corporate Office or MNC Office,240,50,280,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-6000-sq-ft-commercial-space-now-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 6000 Sq. Ft Commercial Space Now Vacant For Rent In Banani,Commercial Space,6000.0,720000,,,,03,2.0,6th floor,Un-Furnished,2016.0, Commercial,Corporate Office or MNC Office,360,50,450,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2200-sq-ft-commercial-space-now-vacant-for-rent-in-banani-2/,Spaciously Designed And Strongly Structured This 2200 Sq. Ft. Commercial Space Now Vacant For Rent In Banani,Commercial Space,2200.0,187000,7500,,,01,2.0,8th floor,Un-Furnished,2008.0, Commercial,Corporate Office or MNC Office,120,60,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-fully-furnished-flat-of-3000-sq-ft-is-up-for-rent-in-banani/,A Modern Well-planned Fully-Furnished Flat Of 3000 Sq Ft Is Up For Rent In Banani,Commercial Space,3000.0,165000,12000,03,03,01,2.0,9th Floor,Fully-Furnised,2010.0, Residential, Foreigner,120,16,220,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2367-sq-ft-commercial-space-now-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 2367 Sq. Ft Commercial Space Now Vacant For Rent In Banani,Commercial Space,2367.0,230000,,,,01,2.0,11th floor,Un-Furnished,2008.0, Commercial,Corporate Office or MNC Office,120,60,180,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/wonderful-fully-furnished-apartment-covering-an-area-of-1900-sq-ft-is-available-for-rent-in-gulshan/,Wonderful Fully-Furnished Apartment Covering An Area Of 1900 Sq Ft Is Available For Rent In Gulshan,Commercial Space,1900.0,180000,9000,03,03,01,1.0,5th Floor,Fully-Furnised,2008.0, Residential, Foreigner,120,16,120,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-commercial-space-of-3000-sq-ft-is-up-for-rent-in-banani/,A Modern Well-planned Commercial Space Of 3000 Sq Ft Is Up For Rent In Banani,Commercial Space,3000.0,360000,,,,01,2.0,3rd floor,Un-Furnished,2016.0, Commercial,Corporate Office or MNC Office,120,50,250,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/excellent-flat-of-2900-sq-ft-is-available-for-rent-in-the-fine-location-of-baridhara-diplomatic-zone/,Excellent Flat Of 2900 Sq Ft Is Available For Rent In The Fine Location Of Baridhara Diplomatic Zone,Residential Apartment,2900.0,150000,15000,03,04,01,1.0,4th Floor,Semi-Furnished,2009.0, Residential, Foreigner,120,24,150,Baridhara Diplomatic Zone. Dhaka 1212,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-flat-of-4200-sq-ft-is-up-for-rent-in-baridhara-diplomatic-zone/,A Modern Well-planned Flat Of 4200 Sq Ft Is Up For Rent In Baridhara Diplomatic Zone,Residential Apartment,4200.0,350000,20000,04,04,03,2.0,4th Floor Available,Un-Furnished,2016.0, Residential, Foreigner,360,16,250,Baridhara Diplomatic Zone,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-flat-of-2900-sq-ft-is-up-for-rent-in-baridhara-diplomatic-zone/,A Modern Well-planned Flat Of 2900 Sq Ft Is Up For Rent In Baridhara Diplomatic Zone,Residential Apartment,2900.0,200000,12000,04,04,02,1.0,3rd & 4th Floor (duplex) ,Semi-Furnished,2010.0, Residential, Foreigner,240,16,220,Baridhara Diplomatic Zone,Dhaka,1212,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-apartment-of-3700-sq-ft-is-available-for-rent-in-baridhara-diplomatic-zone/,A Nicely Constructed Apartment Of 3700 Sq Ft Is Available For Rent In Baridhara Diplomatic Zone,Residential Apartment,3700.0,250000,15000,04,04,02,2.0,1st Floor,Un-Furnished,2012.0, Residential, Foreigner,240,24,250,Baridhara,Dhaka,1212,Bangladesh
https://rents.com.bd/property/this-1700-sq-ft-amazing-office-space-available-for-rent-in-banani/,This 1700 Sq. Ft. Amazing Office Space Available For Rent In Banani,Commercial Space,1700.0,100000,9500,,,01,1.0,1st floor,Un-Furnished,2010.0, Residential,Corporate Office or MNC Office,120,30,150,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/brand-new-luxury-home-of-4000-sq-ft-is-up-for-rent-in-the-fine-location-of-gulshan/,Brand New Luxury Home Of 4000 Sq Ft Is Up For Rent In The Fine Location Of Gulshan,Commercial Space,4000.0,430000,,04,04,02,2.0,6th Floor,Fully-Furnised,2023.0, Residential, Foreigner,240,24,250,Gulshan,Dhaka,1212,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2716-sq-ft-commercial-space-is-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 2716 Sq. Ft. Commercial Space Is Vacant For Rent In Banani,Commercial Space,2716.0,624680,25000,,,01,2.0,1st  floor,Un-Furnished,2016.0, Commercial,Corporate Office or MNC Office,120,50,150,Banani,Dhaka,1213,Bangladesh
https://rents.com.bd/property/brand-new-fully-furnished-apartment-covering-an-area-of-2900-sq-ft-is-available-for-rent-in-gulshan/,Brand New Fully-Furnished Apartment Covering An Area Of 2900 Sq Ft Is Available For Rent In Gulshan,Commercial Space,2900.0,160000,,03,03,01,1.0,12th Floor,Fully-Furnised,2022.0, Residential, Foreigner,120,16,120,Gulshan,Dhaka,1212,Bangladesh
