url,title,property type,property size,parking,lift,floor,price,service_charge,year built,building registration type,preferred tennant,interior,garage size,front road size,common area,bedrooms,bathrooms,location,country
https://rents.com.bd/property/2200-sq-ft-nice-office-is-up-for-rent-at-gulshan-1/,2200 Sq Ft Nice Office Is Up For Rent At Gulshan 1,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2200 Sq Ft,01 Car Parking,01 Available,3rd floor," BDT 100,000/-", N/A,2010, Residential cum Office Space, Corporate Office or MNC Offices, Un-Furnished,120 Sq Ft, 15 Ft, 150 Sq Ft,,,"Gulshan 1, Dhaka 1212",Bangladesh
https://rents.com.bd/property/see-this-5200-sq-ft-apartment-for-rent-is-all-set-for-you-in-gulshan-avenue/,See This 5200 Sq Ft Apartment For Rent Is All Set For You In Gulshan Avenue,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",5200 Sq Ft,01 Car Parking,02 Available,3rd floor," BDT 624,000/- (BDT 120/- per Sq Ft)", N/A,2001, Commercial, Corporate Office or MNC Offices, Un-Furnished,120 Sq Ft, 40 Ft, 450 Sq Ft,,,"Gulshan Avenue, Dhaka 1212",Bangladesh
https://rents.com.bd/property/we-bring-you-a-nice-spacious-commercial-space-of-3200-sq-ft-for-rent-in-banani/,We Bring You A Nice & Spacious Commercial Space Of 3200 Sq Ft For Rent In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",3200 Sq Ft,02 Car Parking,04 Available,12th floor," BDT 416,000/- (BDT 130/- per Sq Ft)"," BDT 32,000/- (BDT 10/- per Sq Ft)",2017, Commercial, Corporate Office or MNC Offices, Un-Furnished,240 Sq Ft, 40 Ft, 250 Sq Ft,,,"Kemal Ataturk, Banani,1213",Bangladesh
https://rents.com.bd/property/visit-this-office-space-for-rent-of-6000-sq-ft-in-gulshan-2/,Visit This Office Space For Rent Of 6000 SQ FT In Gulshan 2,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",6000 Sq Ft,02 Car Parking,02 Available,14th floor," BDT 690,000/- (BDT 115/- per Sq Ft)"," BDT 60,000/- (BDT 10/- per Sq Ft)",2005, Commercial, Corporate Office or MNC Offices, Furnished,240 Sq Ft, 40 Ft, 550 Sq Ft,,,"Gulshan 2, Dhaka 1212",Bangladesh
https://rents.com.bd/property/rarely-available-a-3285-sq-ft-commercial-space-to-rent-in-banani-with-satisfactory-price/,Rarely Available A 3285 Sq Ft Commercial Space To Rent In Banani With Satisfactory Price,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",3285 Sq Ft,01 Car Parking,02 Available,4th floor," BDT 295,650/- (BDT 90/- per Sq Ft)"," BDT 49,275/- (BDT 15/- per Sq Ft)",2017, Commercial, Corporate Office or MNC Offices, Un-Furnished,120 Sq Ft, 30 Ft, 320 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/a-nicely-constructed-apartment-of-5495-sq-ft-is-available-for-rent-in-gulshan-avenue/,A Nicely Constructed Apartment Of 5495 Sq Ft Is Available For Rent In Gulshan Avenue,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",5495 Sq Ft,03 Car Parking,03 Available,9th floor," BDT 10,44,050/- (BDT 190/- per Sq Ft)"," BDT 120,890/- (BDT 22/- per Sq Ft)",2017, Commercial, Corporate Office or MNC Offices, Un-Furnished,360 Sq Ft, 40 Ft, 450 Sq Ft,,,"Gulshan Avenue, Dhaka 1212",Bangladesh
https://rents.com.bd/property/well-fitted-commercial-space-is-here-available-for-rental-purpose-covering-2050-sq-ft-in-banani/,Well Fitted Commercial Space Is Here Available For Rental Purpose Covering 2050 Sq Ft In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2050 Sq Ft,01 Car Parking,02 Available,11th floor," BDT 307,500/- (BDT 150/- per Sq Ft)"," BDT 30,750/- (BDT 15/- per Sq Ft)",2016, Commercial, Corporate Office or MNC Offices, Un-Furnished,120 Sq Ft, 30 Ft, 250 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2500-sq-ft-commercial-space-now-vacant-for-rent-in-gulshan-avenue/,Spaciously Designed And Strongly Structured This 2500 Sq. Ft Commercial Space Now Vacant For Rent In Gulshan Avenue,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2500 Sq Ft,02 Car Parking,04 Available,5th floor," BDT 412,500/- (BDT 165/- per Sq Ft)"," BDT 45,000/- (BDT 18/- per Sq Ft)",2019, Commercial, Corporate Office or MNC Offices, Un-Furnished,240 Sq Ft, 30 Ft, 150 Sq Ft,,,"Gulshan Avenue, Dhaka 1212",Bangladesh
https://rents.com.bd/property/superb-5500-sq-ft-commercial-space-is-available-to-rent-in-gulshan-avenue/,Superb 5500 SQ FT Commercial Space Is Available to Rent in Gulshan Avenue,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",5500 Sq Ft,01 Car Parking,02 Available,7th floor," BDT 962,500/- (BDT 175/- per Sq Ft)"," BDT 55,000/- (BDT 10/- per Sq Ft)",2017, Commercial, Corporate Office or MNC Offices, Un-Furnished,120 Sq Ft, 20 Ft, 550 Sq Ft,,,"Gulshan Avenue, Dhaka 1212",Bangladesh
https://rents.com.bd/property/5671-sq-ft-commercial-space-now-available-for-rent-in-gulshan-avenue/,5671 Sq Ft Commercial Space Now Available For Rent In Gulshan Avenue,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",5671 Sq Ft,03 Car Parking,03 available,6th floor Available," BDT 1,077,490/- (BDT 190/- per Sq Ft)"," BDT 102,078/- (BDT 18/- Per Sq Ft)",2017, Commercial, Corporate Office, Un-Furnished,360 Sq Ft, 40 Ft, 550 Sq Ft,,,Gulshan Avenue,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-apartment-of-3900-sq-ft-is-available-for-rent-in-gulshan/,A Nicely Constructed Apartment Of 3900 Sq Ft Is Available For Rent In Gulshan,"Luxury Collection, Residential, Residential Apartment",3900 Sq Ft,02 Car Parking,02,1st," BDT 360,000/-",N/A,2022, Residential, Foreigner,Un,240 Sq Ft, 16 Ft, 350 Sq Ft,04 Bedrooms,04 Bathrooms,Gulshan 2,Bangladesh
https://rents.com.bd/property/stunning-luxury-home-of-4200-sq-ft-in-the-prestigious-community-baridhara-diplomatic-zone-is-up-for-rent/,"Stunning Luxury Home Of 4200 Sq Ft In The Prestigious Community Baridhara Diplomatic Zone, Is Up For Rent","Residential, Residential Apartment",4200 Sq Ft,02 Car Parking,Individual house,1st floor," BDT 200,000/-","BDT 16,000/-",2017, Residential, Foreigner,Un ,120 Sq Ft, 20 Ft, 450 Sq Ft,04 Bedrooms,04 Bathrooms,"Baridhara Diplomatic Zone,1212",Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-5600-sq-ft-commercial-space-now-vacant-for-rent-in-gulshan-avenue/,Spaciously Designed And Strongly Structured This 5600 Sq. Ft Commercial Space Now Vacant For Rent In Gulshan Avenue,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",5600 Sq Ft,02 Car Parking,03 Available,12th floor," BDT 840,000/- (BDT 150/- per Sq Ft)"," BDT 84,000/- (BDT 15/- per Sq Ft)",2018, Commercial, Corporate Office or MNC Offices, Un-Furnished,240 Sq Ft, 20 Ft, 450 Sq Ft,,,"Gulshan Avenue, Dhaka 1212",Bangladesh
https://rents.com.bd/property/superb-2100-sq-ft-flat-is-available-to-rent-in-baridhara-diplomatic-zone/,Superb 2100 SQ FT flat is available to Rent in Baridhara Diplomatic Zone,"Residential, Residential Apartment",2100 Sq Ft,01 Car Parking,01,3rd Floor," BDT 120,000/-"," BDT 10,000/-",2015, Residential, Foreigner, Un-Furnished,120 Sq Ft, 30 Ft, 400 Sq Ft,03 Bedrooms,03 Bathrooms,"Baridhara Diplomatic Zone, Dhaka 1212",Bangladesh
https://rents.com.bd/property/wonderful-flat-covering-an-area-of-2700-sq-ft-is-available-for-rent-in-gulshan-2/,Wonderful Flat Covering An Area Of 2700 Sq Ft Is Available For Rent In Gulshan 2,"Residential, Residential Apartment",2700 Sq Ft,01 Car Parking,02,5th Floor," BDT 110,000/-"," BDT 10,000/-",2017, Residential, Foreigner, Un-Furnished,120 Sq Ft, 20 Ft, 450 Sq Ft,03 Bedrooms,03 Bathrooms,"Baridhara Diplomatic Zone, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-nicely-constructed-apartment-of-3900-sq-ft-available-right-now-for-rent-in-gulshan/,A Nicely Constructed Apartment Of 3900 Sq Ft Available Right Now For Rent In Gulshan,"Luxury Collection, Residential, Residential Apartment",3900 Sq Ft,02 Car Parking,02,1st," BDT 310,000/-",N/A,2022, Residential, Foreigner,Un,240 Sq Ft, 16 Ft, 350 Sq Ft,04 Bedrooms,04 Bathrooms,Gulshan 2,Bangladesh
https://rents.com.bd/property/4426-sq-ft-commercial-space-now-available-for-rent-in-gulshan-area/,4426 Sq Ft Commercial Space Now Available For Rent In Gulshan Area,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",4426 Sq Ft,02 Car Parking,03 available,08th floor Available," BDT 575,380/- (BDT 130/- per Sq Ft)"," BDT 44,260/-",2016, Commercial, Bank Space, Un-Furnished,240 Sq Ft, 40 Ft, 450 Sq Ft,,,"Gulshan Avenue, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-budget-friendly-2100-sq-ft-residential-flat-is-ready-for-sale-baridhara-diplomatic-zone/,A Budget-friendly 2100 Sq Ft Residential Flat Is Ready For Sale Baridhara Diplomatic Zone,"Residential, Residential Apartment",2100 Sq Ft,01 Car Parking,01,," BDT 150,000/-"," BDT 10,000/-",2015, Residential, Foreigner, Un-Furnished,120 Sq Ft, 25 Ft, 450 Sq Ft,03 Bedrooms,03 Bathrooms,"Baridhara Diplomatic Zone, Dhaka 1212",Bangladesh
https://rents.com.bd/property/well-fitted-flat-is-here-available-for-rental-purpose-covering-2100-sq-ft-space-in-gulshan-2/,Well Fitted Flat Is Here Available For Rental Purpose Covering 2100 Sq Ft Space In Gulshan 2,"Furnished Apartment For Rent In Dhaka, Residential",2100 Sq Ft,01 Car Parking,01,3rd," BDT 100,000/-",BDT 8500/-,2007, Residential, Foreigner,Furnished,120 Sq Ft, 24 Ft, 450 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan 2,",Bangladesh
https://rents.com.bd/property/see-this-2300-sq-ft-apartment-for-rent-is-all-set-for-you-in-baridhara-diplomatic-zone/,See This 2300 Sq Ft Apartment For Rent Is All Set For You In Baridhara Diplomatic Zone,"Residential, Residential Apartment",2300 Sq Ft,01 Car Parking,01,2nd," BDT 120,000/-",BDT 8000/-,2020, Residential, Foreigner,Un-Furnished,120 Sq Ft, 20 Ft, 250 Sq Ft,03 Bedrooms,03 Bathrooms,"Baridhara Diplomatic Zone, 1212",Bangladesh
https://rents.com.bd/property/wonderful-flat-covering-an-area-of-2300-sq-ft-is-available-for-rent-in-gulshan/,Wonderful Flat Covering An Area Of 2300 Sq Ft Is Available For Rent In Gulshan,"Residential, Residential Apartment",2300 Sq Ft,01 Car Parking,02,7th Floor," BDT 110,000/-", N/A,2016, Residential, Foreigner, Un-Furnished,120 Sq Ft, 24 Ft, 400 Sq Ft,03 Bedrooms,03 Bathrooms,Gulshan,Bangladesh
https://rents.com.bd/property/a-dazzling-3500-sq-ft-residential-property-is-up-for-rent-located-at-gulshan-2/,A Dazzling 3500 Sq Ft Residential Property Is Up For Rent Located At Gulshan 2,"Residential, Residential Apartment",3500 Sq Ft,02 Car Parking,02,6th," BDT 210,000/-",N/A,2021, Residential, Foreigner,Semi ,240 Sq Ft, 24 Ft, 550 Sq Ft,04 Bedrooms,04 Bathrooms,"Gulshan 2,",Bangladesh
https://rents.com.bd/property/stunning-luxury-home-of-4200-sq-ft-in-the-prestigious-community-of-gulshan-is-up-for-rent/,"Stunning Luxury Home Of 4200 Sq Ft In The Prestigious Community Of Gulshan, Is Up For Rent","Residential, Residential Apartment",4200 Sq Ft,02 Car Parking,02,5th," BDT 250,000/-","BDT 14,000/-",2016, Residential, Foreigner,Semi ,240 Sq Ft, 16 Ft, 650 Sq Ft,04 Bedrooms,04 Bathrooms,Gulshan 2,Bangladesh
https://rents.com.bd/property/uniquely-designed-2400-sq-ft-flat-is-up-for-rent-in-banani/,Uniquely Designed 2400 Sq Ft Flat Is Up For Rent In Banani,"Residential, Residential Apartment",2400 Sq Ft,01 Car Parking,01,," BDT 200,000/-", N/A,2022, Residential, Foreigner,Un,120 Sq Ft, 16 Ft, 450 Sq Ft,03 Bedrooms,03 Bathrooms,Banani block k,Bangladesh
https://rents.com.bd/property/well-fitted-flat-is-here-available-for-rental-purpose-covering-2050-sq-ft-space-in-banani/,Well Fitted Flat Is Here Available For Rental Purpose Covering 2050 Sq Ft Space In Banani,"Residential, Residential Apartment",2050 Sq Ft,01 Car Parking,02,"6th, 7th & 10th floor"," BDT 110,000/-", BDT 8000/-,2022, Residential, Foreigner,Un,120 Sq Ft, 16 Ft, 450 Sq Ft,03 Bedrooms,03 Bathrooms,Banani block c,Bangladesh
https://rents.com.bd/property/rarely-available-a-1900-sq-ft-house-to-rent-in-gulshan-with-satisfactory-price/,Rarely Available A 1900 Sq Ft House To Rent In Gulshan With Satisfactory Price.,"Furnished Apartment For Rent In Dhaka, Residential, Residential Apartment",1900 Sq Ft,01 Car Parking,01,3rd," BDT 100,000/-", 7000/-,2000, Residential, Foreigner,Furnished,120 Sq Ft, 16Ft, 300 Sq Ft,03 Bedrooms,03 Bathrooms,Gulshan,Bangladesh
https://rents.com.bd/property/rarely-available-a-2000-sq-ft-house-to-rent-in-gulshan-with-satisfactory-price/,Rarely Available A 2000 Sq Ft House To Rent In Gulshan With Satisfactory Price.,"Furnished Apartment For Rent In Dhaka, Residential, Residential Apartment",2000 Sq Ft,01 Car Parking,02,4th," BDT 100,000/-", BDT 6000/-,2005, Residential, Foreigner,Furnished,120 Sq Ft, 16Ft, 300 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, road 114",Bangladesh
https://rents.com.bd/property/a-luxurious-apartment-of-3700-sq-ft-is-ready-for-rent-in-baridhara-diplomatic-zone/,A Luxurious Apartment Of 3700 Sq Ft Is Ready For Rent In Baridhara Diplomatic Zone,"Residential, Residential Apartment",3700 Sq Ft,02 Car Parking,02 available,," BDT 310,000/-"," BDT 20,000/-",2017, Residential, Foreigner or Local, Semi-Furnished,240 Sq Ft, 20 Ft, 500 Sq Ft,04 Bedrooms,04 Bathrooms,"Baridhara Diplomatic Zone, Dhaka 1212",Bangladesh
https://rents.com.bd/property/banani-is-offering-you-a-2200-sq-ft-apartment-for-rent/,Banani Is Offering You A 2200 Sq Ft Apartment For Rent,"Furnished Apartment For Rent In Dhaka, Residential, Residential Apartment",2200 Sq Ft,01 Car Parking,02,3rd," BDT 100,000/-", BDT 8000/-,2010, Residential, Foreigner,Furnished,120 Sq Ft, 12 Ft, 300 Sq Ft,03 Bedrooms,03 Bathrooms,Banani,Bangladesh
https://rents.com.bd/property/8000-sq-ft-individual8000-sq-ft-individual-building-for-rent-in-baridhara-diplomatic-zone-building-for-rent-in-baridhara-diplomatic-zone/,8000 Sq Ft Individual Building for Rent In Baridhara Diplomatic Zone,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space, Residential, Residential Apartment",8000 Sq Ft,02 Car Parking,01 available,," BDT 800,000", N/A,2012, Residential, Foreign Companies, Un-Furnished,240 Sq Ft, 20 Ft, 14 Katha,04 Bedrooms,,"Baridhara Diplomatic Zone, Dhaka-1212, Bangladesh",Bangladesh
https://rents.com.bd/property/nicely-maintained-6500-sq-ft-individual-house-is-ready-for-rale-at-baridhara-diplomatic-zone/,Nicely Maintained 6500 Sq Ft Individual House Is Ready For Rent At Baridhara Diplomatic Zone,"Residential, Residential Apartment",6500 Sq Ft,03 Car Parking,01 available,," BDT 650,000/-", N/A,2005, Residential, Foreigner or Local, Un-Furnished,360 Sq Ft, 30 Ft, 500 Sq Ft,06 Bedrooms,05 Bathrooms,"Baridhara Diplomatic Zone, Dhaka 1212",Bangladesh
https://rents.com.bd/property/massive-7000-sq-ft-individual-house-available-for-rent-in-baridhara-diplomatic-zone/,Massive 7000 Sq Ft Individual House Available for Rent In Baridhara Diplomatic Zone,"Residential, Residential Apartment",7000 Sq Ft,03 Car Parking,02 available,G+1st+ 2nd," BDT 450,000",,2007, Residential,, Unfurnished,360 Sq Ft, 13 Ft, 600 Sq Ft,05Bedrooms,05 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-nicely-constructed-apartment-of-2500-sq-ft-is-available-right-now-for-rent-in-gulshan/,A Nicely Constructed Apartment Of 2500 Sq Ft Is Available Right Now For Rent In Gulshan,"Residential, Residential Apartment",2500 Sq Ft,01 Car Parking,02 available,5th," BDT 120,000/-",,2018, Residential,, Semi-Furnished,120 Sq Ft, 15 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/in-the-prominent-location-of-north-gulshan-this-beautiful-apartment-is-waiting-for-rent-3/,"In the Prominent Location Of North Gulshan, This Beautiful Apartment Is Waiting For Rent","Furnished Apartment For Rent In Dhaka, Residential",3000 Sq Ft,02 Car Parking,02 available,7th," BDT 250,000",,2013, Residential,, Full-Furnished,240 Sq Ft, 25 Ft, 450 Sq Ft,03 Bedrooms,04 Bathrooms,"Gulshan 2, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-nicely-constructed-apartment-of-2600-sq-ft-is-available-right-now-for-rent-in-gulshan/,A Nicely Constructed Apartment Of 2600 Sq Ft Is Available Right Now For Rent In Gulshan,"Residential, Residential Apartment",2600 Sq Ft,02 Car Parking,02,11th," BDT 165,000/-","BDT 15,000/-",2017, Residential, Foreigner,Semi ,240 Sq Ft, 16Ft, 350 Sq Ft,03 Bedrooms,03 Bathrooms,Gulshan 2,Bangladesh
https://rents.com.bd/property/get-this-1600-sq-ft-residential-place-is-for-rent-in-baridhara-diplomatic-zone-with-satisfactory-price/,Get This 1600 Sq Ft Residential Place For Rent In Baridhara Diplomatic Zone With Satisfactory Price.,"Residential, Residential Apartment",1600 Sq Ft,01 Car Parking,01 available,," BDT 105,000/-", BDT 7000/-,2000, Residential, Foreigner, Un-Furnished,120 Sq Ft, 13Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Baridhara Diplomatic Zone, Dhaka-1212, Bangladesh",Bangladesh
https://rents.com.bd/property/3135-sq-ft-commercial-space-now-available-for-rent-in-banani-area/,3135 Sq Ft Commercial Space Now Available For Rent In Banani Area,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",3135 Sq Ft,02 Car Parking,02 available,"6th, 7th & 8th floor Available"," BDT 391,875/- (BDT 125 per Sq Ft)", BDT 12/- Per Sq Ft,2022, Commercial, Corporate Office, Un-Furnished,240 Sq Ft, 60 Ft, 350 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/3600-sq-ft-fully-furnished-commercial-space-vacant-for-rent-in-banani/,3600 Sq Ft Fully Furnished Commercial Space Vacant For Rent In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",3600 Sq Ft,02 Car Parking,02 available,4th floor Available," BDT 756,000/- (BDT 210 per Sq Ft)", BDT 10/- Per Sq Ft,2016, Commercial, Corporate Office, Fully-Furnished,240 Sq Ft, 60 Ft, 350 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/2250-sq-ft-comfy-residential-place-is-for-rent-in-gulshan-2-with-satisfactory-price/,2250 Sq Ft Comfy Residential Place Is For Rent In Gulshan 2 With Satisfactory Price,"Residential, Residential Apartment",2250 Sq Ft,01 Car Parking,02 available,7th," BDT 120,000",,2016, Residential,, Un-Furnished,120 Sq Ft, 12 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/2450-sq-ft-office-space-vacant-for-rent-in-banani-area/,2450 Sq Ft Office Space Vacant For Rent In Banani Area,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2450 Sq Ft,01 Car Parking,01 available,7th floor Available," BDT 140,000/- (BDT 57/- Per Sq Ft)"," BDT 10,000/-",2016, Residential, Corporate Office, Un-Furnished,120 Sq Ft, 25 Ft, 350 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/3700-sq-ft-furnished-commercial-space-now-available-for-rent-in-banani-area/,3700 Sq Ft Furnished Commercial Space Now Available For Rent In Banani Area,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",3700 Sq Ft,02 Car Parking,04 available,9th floor," BDT 555,000"," BDT 30,000",2015, Residential, Corporate Office, Furnished,240 Sq Ft, 30 Ft, 250 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/gulshan-is-offering-you-a-2100-sq-ft-furnished-apartment-for-rent/,Gulshan Is Offering You A 2100 Sq Ft Furnished Apartment For Rent,"Furnished Apartment For Rent In Dhaka, Residential",2100 Sq Ft,021 Car Parking,01 available,2nd," BDT 120,000",,2012, Residential,, Un-Furnished,120 Sq Ft, 30 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"North Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/well-built-and-properly-designed-residential-flat-of-2300-sq-ft-in-gulshan-2-for-rent-near-amari-dhaka/,"Well Built And Properly Designed Residential Flat of 2300 SQ FT in Gulshan 2 for Rent, Near Amari Dhaka","Residential, Residential Apartment",2300 Sq Ft,01 Car Parking,02 available,7th," BDT 125,000",,2016, Residential,, Un-Furnished,120 Sq Ft, 12 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/7400-sq-ft-semi-furnished-commercial-space-now-available-for-rent-in-banani-area/,7400 Sq Ft Semi Furnished Commercial Space Now Available For Rent In Banani Area,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",7400 Sq Ft,02 Car Parking,04 available,3rd floor," BDT 11,10,000"," BDT 50,000",2015, Residential, Corporate Office, Furnished,240 Sq Ft, 30 Ft, 250 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/2450-sq-ft-office-space-now-available-for-rent-in-banani-area/,2450 Sq Ft Office Space Now Available For Rent In Banani Area,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2450 Sq Ft,02 Car Parking,02 available,2nd floor," BDT 125,000"," BDT 8,500",2015, Residential, Corporate Office or Small Office, Un-Furnished,240 Sq Ft, 20 Ft, 150 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/1600-sq-ft-office-space-available-for-rent-in-banani-area/,1600 Sq Ft Office Space Available For Rent In Banani Area,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",1600 Sq Ft,01 Car Parking,01 available,4th floor," BDT 100,000/-"," BDT 10,000/-",2012, Residential, Corporate Office or Small Office, Un-Furnished,120 Sq Ft, 20 Ft, 150 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/brand-new-3500-sq-ft-fully-furnished-luxury-house-is-up-for-rent-at-gulshan-2/,Brand New 3500 Sq Ft Fully Furnished Luxury House Is Up For Rent At Gulshan 2,"Furnished Apartment For Rent In Dhaka, Luxury Collection, Residential",3500 Sq Ft,02 Car Parking,01 available,7th," BDT 350,000",,2022, Residential,, Full-Furnished,240 Sq Ft, 25 Ft, 450 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan 2, Dhaka 1212",Bangladesh
https://rents.com.bd/property/we-bring-you-a-nice-spacious-residence-of-2150-sq-ft-for-rent-in-gulshan/,We Bring You A Nice & Spacious Residence Of 2150 Sq Ft For Rent In Gulshan,"Residential, Residential Apartment",2150 Sq Ft,01 Car Parking,02 available,8th," BDT 165,000",,2021, Residential,, Un-Furnished,120 Sq Ft, 12 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/4200-sq-ft-office-space-available-for-rent-in-banani/,4200 Sq Ft Office Space Available For Rent In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",4200 Sq Ft,01 Car Parking,01 available,4th & 5th floor," BDT 310,000"," BDT 20,000",2019, Residential, Corporate Office or Small Office, Un-Furnished,120 Sq Ft, 20 Ft, 150 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/get-this-3500-sq-ft-wonderful-flat-in-gulshan-2-is-available-for-rent/,"Get This 3500 Sq Ft Wonderful Flat In Gulshan 2, Is Available For Rent","Residential, Residential Apartment",3500 Sq Ft,02 Car Parking,02 available,6th," BDT 230,000",,2016, Residential,, Semi-Furnished,240 Sq Ft, 30 Ft, 350 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan 2, Dhaka 1212",Bangladesh
https://rents.com.bd/property/brand-new-2160-sq-ft-fully-furnished-ready-apartment-is-up-for-rent-at-gulshan/,Brand New 2160 Sq Ft Fully Furnished Ready Apartment Is Up For Rent At Gulshan,"Furnished Apartment For Rent In Dhaka, Residential",2160 Sq Ft,01 Car Parking,01 available,5th," BDT 190,000",,2022, Residential,, Full-Furnished,120 Sq Ft, 12 Ft, 250 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan 2, Dhaka 1212",Bangladesh
https://rents.com.bd/property/luxurious-brand-new-apartment-now-available-for-sale-in-gulshan/,Luxurious Brand New Apartment Now Available For Sale In Gulshan,"Residential, Residential Apartment",2150 Sq Ft,01 Car Parking,02 available,2nd, BDT 3.50 Cr,,2020, Residential, Family, Un-Furnished,150 Sq Ft, 50 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan 1, Dhaka 1212",Bangladesh
https://rents.com.bd/property/2200-sq-ft-office-space-vacant-for-rent-in-banani-area/,2200 Sq Ft Office Space Vacant For Rent In Banani Area,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2200 Sq Ft,01 Car Parking,01 available,1st floor," BDT 110,000"," BDT 12,000",2017, Residential, Corporate Office or Small Office, Un-Furnished,120 Sq Ft, 20 Ft, 150 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/in-the-prominent-location-of-north-gulshan-this-beautiful-apartment-is-waiting-for-rent-2/,"In the Prominent Location Of North Gulshan, This Beautiful Apartment Is Waiting For Rent","Residential, Residential Apartment",3000 Sq Ft,02 Car Parking,02 available,9th," BDT 200,000",,2015, Residential,, Semi-Furnished,240 Sq Ft, 30 Ft, 350 Sq Ft,03 Bedrooms,03 Bathrooms,"North Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/3900-sq-ft-fully-furnished-ready-commercial-space-for-rent-in-gulshan/,3900 Sq Ft Fully Furnished Ready Commercial Space For Rent In Gulshan,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",3900 Sq Ft,01 Car Parking,03 Available,5th floor," BDT 507,000", BDT 05 Per Sq Ft,2015, Commercial, Corporate Office or Small Offices, Fully-Furnished,150 Sq Ft, 40 Ft, 250 Sq Ft,,,"Gulshan, Dhaka 1212",Bangladesh
