url,title,property type,property size,parking,lift,floor,price,service_charge,year built,building registration type,preferred tennant,interior,garage size,front road size,common area,bedrooms,bathrooms,location,country
https://rents.com.bd/property/stunning-furnished-home-in-the-prestigious-community-of-banani-is-up-for-rent/,"Stunning Furnished Home In The Prestigious Community Of Banani, Is Up For Rent","Furnished Apartment For Rent In Dhaka, Residential, Residential Apartment",2400 Sq Ft/ 223 Sq. Meter,01 Car Parking,01 available,," BDT 90,000", BDT 10000,2017, Residential, Family, Furnished,150 Sq Ft, 15 Ft, 200 Sq Ft,03 Bedrooms,03 Bathrooms,"Banani, Dhaka",Bangladesh
https://rents.com.bd/property/quality-finishing-a-2250-sq-ft-ready-house-is-up-for-rent-in-banani/,Quality Finishing A 2250 Sq Ft Ready House Is Up For Rent In Banani,"Residential, Residential Apartment",2250 Sq Ft/ 209 Sq. Meter,01 Car Parking,01 available,," BDT 75,000", BDT 7000,2015, Residential, Family, Unfurnished,150 Sq Ft, 15 Ft, 200 Sq Ft,03 Bedrooms,03 Bathrooms,"Banani, Dhaka",Bangladesh
https://rents.com.bd/property/get-this-2100-sq-ft-wonderful-flat-in-banani-is-available-for-rent/,"Get This 2100 Sq Ft Wonderful Flat In Banani, Is Available For Rent","Residential, Residential Apartment",2100 Sq Ft/ 195 Sq. Meter,01 Car Parking,01 available,," BDT 100,000", BDT 9000,2017, Residential, Family, Unfurnished,150 Sq Ft, 15 Ft, 200 Sq Ft,03 Bedrooms,04 Bathrooms,"Banani, Dhaka",Bangladesh
https://rents.com.bd/property/2600-sq-ft-well-maintained-office-space-now-available-for-rent-in-banani/,2600 Sq Ft Well Maintained Office Space Now Available For Rent In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2600 Sq Ft/ 242 Sq. Meter,01 Car Parking,01 available,2nd floor ," BDT 150,000"," BDT 10,000",2016, Residential, Corporate Office or Small Office, Un-Furnished,150 Sq Ft, 20 Ft, 150 Sq Ft,,,"Banani, Dhaka 1212",Bangladesh
https://rents.com.bd/property/your-desirable-cozy-house-is-for-rent-in-banani-with-satisfactory-price-2/,Your Desirable Cozy House Is For Rent In Banani With Satisfactory Price,"Residential, Residential Apartment",1800 Sq Ft/ 167 Sq. Meter,01 Car Parking,01 available,," BDT 100,000", BDT 10000,2018, Residential, Family, Unfurnished,150 Sq Ft, 15 Ft, 200 Sq Ft,03 Bedrooms,03 Bathrooms,"Banani, Dhaka",Bangladesh
https://rents.com.bd/property/04-bedroom-apartment-for-rent-in-banani-area-with-satisfactory-price/,04 Bedroom Apartment For Rent In Banani Area With Satisfactory Price,"Residential, Residential Apartment",3500 Sq Ft/ 326 Sq. Meter,02 Car Parking,01 available,," BDT 90,000", BDT 12000,2012, Residential, Family, Unfurnished,350 Sq Ft, 15 Ft, 250 Sq Ft,04 Bedrooms,04 Bathrooms,"Banani, Dhaka",Bangladesh
https://rents.com.bd/property/affordable-2200-sq-ft-office-space-available-for-rent-in-banani-area-near-road-15/,Affordable 2200 Sq Ft Office Space Available For Rent In Banani Area Near Road 15,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2200 Sq Ft/ 205 Sq. Meter,01 Car Parking,01 available,7th floor ," BDT 110,000", At Actual,2017, Residential, Corporate Office or Small Office, Un-Furnished,150 Sq Ft, 20 Ft, 150 Sq Ft,,,"Banani, Dhaka 1212",Bangladesh
https://rents.com.bd/property/1850-sq-ft-cozy-house-is-for-rent-in-banani-with-satisfactory-price/,1850 Sq Ft Cozy House Is For Rent In Banani With Satisfactory Price,"Residential, Residential Apartment",1850 Sq Ft/ 172 Sq. Meter,01 Car Parking,01 available,," BDT 100,000", BDT 8000,2019, Residential, Family, Unfurnished,150 Sq Ft, 15 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Banani, Dhaka",Bangladesh
https://rents.com.bd/property/1650-sq-ft-well-fited-office-space-available-for-rent-in-banani/,1650 Sq Ft Well Fited Office Space Available For Rent In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",1650 Sq Ft/ 153 Sq. Meter,01 Car Parking,01 available,2nd floor," BDT 100,000", At Actual,2008, Residential, Corporate Office or Small Office, Un-Furnished,150 Sq Ft, 20 Ft, 100 Sq Ft,,,"Banani, Dhaka 1212",Bangladesh
https://rents.com.bd/property/comfy-residential-place-is-for-rent-in-banani-with-satisfactory-price-2/,Comfy Residential Place Is For Rent In Banani With Satisfactory Price,"Furnished Apartment For Rent In Dhaka, Residential, Residential Apartment",1600 Sq Ft/ 149 Sq. Meter,03 Car Parking,01,," BDT 100,000", BDT 6000,2009, Residential, Family, Unfurnished,150 Sq Ft, 15 Ft, 150 Sq Ft,02 Bedrooms,03 Bathrooms,"Banani, Dhaka",Bangladesh
https://rents.com.bd/property/well-maintained-03-bedrooms-fully-furnished-apartment-is-up-for-rent-in-banani/,Well Maintained 03 Bedrooms Fully Furnished Apartment Is Up For Rent in Banani,"Furnished Apartment For Rent In Dhaka, Residential",2700 Sq Ft/ 251 Sq. Meter,01 Car Parking,02 available,," BDT 100,000", BDT 8000,2011, Residential, Family, Furnished,150 Sq Ft, 25 Ft, 150 Sq Ft,03 Bedrooms,04 Bathrooms,"Banani, Dhaka",Bangladesh
https://rents.com.bd/property/2450-sq-ft-well-maintained-office-space-now-available-for-rent-in-banani/,2450 Sq Ft Well Maintained Office Space Now Available For Rent In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2450 Sq Ft/ 228 Sq. Meter,01 Car Parking,01 available,2nd floor ," BDT 120,000"," BDT 10,000",2013, Residential, Corporate Office or Small Office, Un-Furnished,150 Sq Ft, 20 Ft, 150 Sq Ft,,,"Banani, Dhaka 1212",Bangladesh
https://rents.com.bd/property/2600-sq-ft-well-maintained-fully-furnished-apartment-is-up-for-rent-at-gulshan/,2600 Sq Ft Well Maintained Fully Furnished Apartment Is Up For Rent At Gulshan,"Furnished Apartment For Rent In Dhaka, Residential",2600 Sq Ft/ 243 Sq. Meter,01 Car Parking,01 available,5th floor available," BDT 110,000", BDT 7000,2015, Residential, Family, Furnished,150 Sq Ft, 40 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/14000-sq-ft-in-full-building-available-for-rent-in-baridhara-diplomatic-zone/,"14,000 Sq Ft In Full Building Available For Rent In Baridhara Diplomatic Zone","Residential, Residential Apartment",16800 Sq Ft/ 1562 Sq. Meter,09 Car Parking,01 available,," BDT 14,00,000", At Actual,2021, Residential, Family, Unfurnished,1050 Sq Ft, 20 Ft, 550 Sq Ft,21 Bedrooms,21 Bathrooms,"Baridhara Diplomatic Zone, Dhaka- 1212",Bangladesh
https://rents.com.bd/property/9000-sq-ft-independent-house-available-for-rent-in-banani-with-satisfactory-price/,9000 Sq Ft Independent House Available For Rent In Banani With Satisfactory Price,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space, Residential, Residential Apartment",9000 Sq Ft/ 837 Sq. Meter,05 Car Parking,No,," BDT 800,000", At Actual,2010, Residential, Family, Unfurnished,750 Sq Ft, 15 Ft, 350 Sq Ft,08 Bedrooms,05 Bathrooms,"Banani, Dhaka",Bangladesh
https://rents.com.bd/property/massive-5400-sq-ft-exclusive-apartment-is-for-rent-in-north-gulshan-with-satisfactory-price/,Massive 5400 Sq Ft Exclusive Apartment Is For Rent In North Gulshan With Satisfactory Price,"Residential, Residential Apartment",5400 Sq Ft/ 502 Sq. Meter,02 Car Parking,02 available,08th, BDT 250000, BDT 20000,2019, Residential, Family, Unfurnished,350 Sq Ft, 40 Ft, 450 Sq Ft,04 Bedrooms,04 Bathrooms,"North Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/uniquely-designed-3000-sq-ft-apartment-is-up-for-rent-in-north-gulshan/,Uniquely Designed 3000 Sq Ft Apartment Is Up For Rent In North Gulshan,"Luxury Collection, Residential, Residential Apartment",3000 Sq Ft/ 279 Sq. Meter,02 Car Parking,02 available,3rd, BDT 200000, BDT 20000,2016, Residential, Family, Unfurnished,350 Sq Ft, 40 Ft, 450 Sq Ft,04 Bedrooms,04 Bathrooms,"North Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/2000-sq-ft-commercial-space-now-available-for-rent-in-banani/,2000 Sq Ft Commercial Space Now Available For Rent In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2000 Sq Ft/ 186 Sq. Meter,01 Car Parking,01 Available,6th floor, BDT 200000, At Actual,2017, Residential Cum Commercial, Corporate Office or Small Offices, UnFurnished,150 Sq Ft, 40 Ft, 250 Sq Ft,,,"Banani, Dhaka 1212",Bangladesh
https://rents.com.bd/property/swimming-pool-facilized-brand-new-exclusive-house-available-for-rent-in-gulshan-2/,Swimming Pool Facilized Brand New Exclusive House Available For Rent In Gulshan 2,"Residential, Residential Apartment",2500 Sq Ft/ 233 Sq. Meter,02 Car Parking,02 available,04th, BDT 175000, BDT 12000,2021, Residential, Family, Unfurnished,350 Sq Ft, 40 Ft, 250 Sq Ft,03 Bedrooms,03 Bathrooms,"North Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/dedicated-5600-sq-ft-commercial-floor-now-available-for-rent-in-gulshan-avenue/,Dedicated 5600 Sq Ft Commercial Floor Now Available For Rent In Gulshan Avenue,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",5600 Sq Ft/ 520 Sq. Meter,02 Car Parking,03 available,12th floor available," BDT 840,000", At Actual,2017, Residential," Corporate Office, MNC", Un-Furnished,350 Sq Ft, 20 Ft, 550 Sq Ft,,,"Gulshan Avenue, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-modern-well-planned-flat-of-3500-sq-ft-is-up-for-rent-is-situated-in-north-gulshan/,A Modern Well-planned Flat Of 3500 Sq Ft Is Up For Rent Is Situated In North Gulshan,"Residential, Residential Apartment",3500 Sq Ft/ 326 Sq. Meter,01 Car Parking,02 available,2nd, BDT 220000, Including With Rent,2016, Residential, Family, Unfurnished,150 Sq Ft, 40 Ft, 450 Sq Ft,03 Bedrooms,04 Bathrooms,"North Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/swimming-pool-gym-facilized-brand-new-apartment-now-available-for-rent-in-north-gulshan/,Swimming Pool & GYM Facilized Brand New Apartment Now Available For Rent In North Gulshan,"Luxury Collection, Residential, Residential Apartment",3900 Sq Ft/ 363 Sq. Meter,02 Car Parking,02 available,9th, BDT 250000, At Actual,2021, Residential, Family, Unfurnished,350 Sq Ft, 40 Ft, 550 Sq Ft,04 Bedrooms,04 Bathrooms,"North Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/2850-sq-ft-ground-floor-shop-space-vacant-for-rent-in-gulshan-avenue/,2850 Sq Ft Ground Floor Shop Space Vacant For Rent In Gulshan Avenue,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Restaurants Space, Shop Space",2850 Sq Ft/ 265 Sq. Meter, 02 Car Parking,02 available,Ground floor," BDT 15,67,500", At Actual,2021, Commercial, Retail Brands & Foreign Franchise, Un-Furnished,150 Sq Ft, 60 Ft, 650 Sq Ft,,,"Gulshan Avenue, Dhaka 1212",Bangladesh
https://rents.com.bd/property/your-desirable-cozy-house-is-for-rent-in-gulshan-with-satisfactory-price-2/,Your Desirable Cozy House Is For Rent In Gulshan With Satisfactory Price,"Residential, Residential Apartment",3100 Sq Ft/ 288 Sq. Meter,02 Car Parking,02 available,5th," BDT 135,000/-"," BDT 10,000/-",2016, Residential, Family, Unfurnished,350 Sq Ft, 40 Ft, 450 Sq Ft,04 Bedrooms,04 Bathrooms,"Gulshan 1, Dhaka 1212",Bangladesh
https://rents.com.bd/property/914-sq-ft-commercial-space-now-available-for-rent-in-gulshan-avenue/,914 Sq Ft Commercial Space Now Available For Rent In Gulshan Avenue,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Restaurants Space",914 Sq Ft/ 85 Sq. Meter, 01 Car Parking,02 available,2nd floor available," BDT 250,000", At Actual,2017, Commercial, Restaurant Brand, Un-Furnished,150 Sq Ft, 60 Ft, 150 Sq Ft,,,"Gulshan Avenue, Dhaka 1212",Bangladesh
https://rents.com.bd/property/exclusive-home-of-4000-sq-ft-in-the-prestigious-community-of-baridhara-diplomatic-zone-is-up-for-rent/,"Exclusive Home Of 4000 Sq Ft In The Prestigious Community Of Baridhara Diplomatic Zone, Is Up For Rent","Luxury Collection, Residential, Residential Apartment",4000 Sq Ft/ 372 Sq. Meter,02 Car Parking,01 available,," BDT 375,000", BDT 25000,2020, Residential, Family, Unfurnished,300 Sq Ft, 20 Ft, 550 Sq Ft,04 Bedrooms,05 Bathrooms,"Baridhara Diplomatic Zone, Dhaka- 1212",Bangladesh
https://rents.com.bd/property/stunning-luxury-home-of-4500-sq-ft-in-the-prestigious-community-of-north-gulshan-is-up-for-rent/,"Stunning Luxury Home Of 4500 Sq Ft In The Prestigious Community Of North Gulshan, Is Up For Rent","Luxury Collection, Residential, Residential Apartment",4500 Sq Ft/ 419 Sq. Meter,02 Car Parking,02 available,6th, BDT 420000, Including With Rent,2017, Residential, Family, Unfurnished,350 Sq Ft, 40 Ft, 450 Sq Ft,04 Bedrooms,05 Bathrooms,"North Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/brand-new-3500-sq-ft-commercial-space-now-available-for-rent-in-gulshan-avenue/,Brand New 3500 Sq Ft Commercial Space Now Available For Rent In Gulshan Avenue,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Restaurants Space",3500 Sq Ft/ 325 Sq. Meter, 02 Car Parking,02 available,14th floor available," BDT 600,000", At Actual,2021, Commercial, Restaurant Brand, Un-Furnished,350 Sq Ft, 60 Ft, 150 Sq Ft,,,"Gulshan Avenue, Dhaka 1212",Bangladesh
https://rents.com.bd/property/your-desirable-cozy-house-is-for-rent-in-banani-with-satisfactory-price/,Your Desirable Cozy House Is For Rent In Banani With Satisfactory Price,"Residential, Residential Apartment",2750 Sq Ft/ 256 Sq. Meter,01 Car Parking,01 available,," BDT 110,000", BDT 8000,2021, Residential, Family, Unfurnished,150 Sq Ft, 15 Ft, 350 Sq Ft,03 Bedrooms,03 Bathrooms,"Banani, Dhaka",Bangladesh
https://rents.com.bd/property/3700-sq-ft-dedicated-office-space-now-availablefor-rent-in-banani/,3700 Sq Ft Dedicated Office Space Now AvailableFor Rent In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",3700 Sq Ft/ 344 Sq. Meter,01 Car Parking,01 Available,5th floor, BDT 200000, At Actual,2014, Residential Cum Commercial, Corporate Office or Small Offices, UnFurnished,150 Sq Ft, 40 Ft, 450 Sq Ft,,,"Banani, Dhaka 1212",Bangladesh
https://rents.com.bd/property/comfy-residential-place-is-for-rent-in-banani-with-satisfactory-price/,Comfy Residential Place Is For Rent In Banani With Satisfactory Price,"Residential, Residential Apartment",2200 Sq Ft/ 205 Sq. Meter,01 Car Parking,01 available,," BDT 100,000", BDT 8000,2017, Residential, Family, Unfurnished,150 Sq Ft, 15 Ft, 250 Sq Ft,03 Bedrooms,03 Bathrooms,"Banani, Dhaka",Bangladesh
https://rents.com.bd/property/well-fitted-9000-sq-ft-dedicated-office-space-for-rent-in-banani-area/,Well Fitted 9000 Sq Ft Dedicated Office Space For Rent In Banani Area,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",9000 Sq Ft/ 837 Sq. Meter,04 Car Parking,Not Available,2nd & 3rd floor, BDT 500000, At Actual,2014, Residential Cum Commercial, Corporate Office or Small Offices, UnFurnished,150 Sq Ft, 40 Ft, 450 Sq Ft,,,"Banani 12, Dhaka 1212",Bangladesh
https://rents.com.bd/property/04-bedroom-house-is-for-rent-in-north-gulshan-with-satisfactory-price/,04 Bedroom House Is For Rent In North Gulshan With Satisfactory Price,"Residential, Residential Apartment",3500 Sq Ft/ 325 Sq. Meter,02 Car Parking,02 available,, BDT 225000, BDT 15000,2010, Residential, Family, Unfurnished,300 Sq Ft, 20 Ft, 550 Sq Ft,04 Bedrooms,04 Bathrooms,"North Gulshan, Dhaka- 1212",Bangladesh
https://rents.com.bd/property/2800-sq-ft-dedicated-office-space-is-now-available-for-rent-in-banani/,2800 Sq Ft Dedicated Office Space Is Now Available For Rent In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2800 Sq Ft/ 260 Sq. Meter,01 Car Parking,01 available,2nd floor available, BDT 200000, At Actual,2018, Residential Cum Commercial, Corporate Office or Small Offices, UnFurnished,150 Sq Ft, 40 Ft, 350 Sq Ft,,,"Banani 12, Dhaka 1212",Bangladesh
https://rents.com.bd/property/dedicated-commercial-space-now-available-only-for-restaurant-brands/,Dedicated Commercial Space Now Available Only For Restaurant Brands,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Restaurants Space",5000 Sq Ft/ 465 Sq. Meter, 02 Car Parking,03 available,21st floor available," BDT 11,00,000", At Actual,2021, Commercial, Restaurant Brand, Un-Furnished,350 Sq Ft, 60 Ft, 750 Sq Ft,,,"Gulshan Avenue, Dhaka 1212",Bangladesh
https://rents.com.bd/property/2600-sq-ft-open-commercial-space-is-available-for-rent-in-banani/,2600 Sq Ft Open Commercial Space Is Available For Rent In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2600 Sq Ft/ 241 Sq. Meter,01 Car Parking,02 available,4th floor available, BDT 210000, At Actual,2017, Residential Cum Commercial, Corporate Office, Furnished,350 Sq Ft, 40 Ft, 350 Sq Ft,,,"Banani 11, Dhaka 1212",Bangladesh
https://rents.com.bd/property/4400-sq-ft-dedicated-commercial-space-now-available-only-for-restaurant-brands/,4400 Sq Ft Dedicated Commercial Space Now Available Only For Restaurant Brands,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Restaurants Space",4400 Sq Ft/ 408 Sq. Meter, 02 Car Parking,02 available,4th floor available," BDT 968,000", At Actual,2021, Commercial, Restaurant Brand, Un-Furnished,350 Sq Ft, 60 Ft, 150 Sq Ft,,,"Gulshan Avenue, Dhaka 1212",Bangladesh
https://rents.com.bd/property/03-bedroom-fully-furnished-nice-apartment-is-up-for-rent-at-gulshan/,03 Bedroom Fully Furnished Nice Apartment Is Up For Rent At Gulshan,"Furnished Apartment For Rent In Dhaka, Residential",2200 Sq Ft/ 204 Sq. Meter,01 Car Parking,02 available,3rd floor available, BDT 100000, BDT 10000,2016, Residential, Family, Furnished,150 Sq Ft, 40 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/get-this-2600-sq-ft-dedicated-office-space-for-rent-in-banani-area/,Get This 2600 Sq Ft Dedicated Office Space For Rent In Banani Area,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2600 Sq Ft/ 241 Sq. Meter,01 Car Parking,01 available,2nd floor available, BDT 170000, At Actual,2017, Residential Cum Commercial, Corporate Office or Small Offices, UnFurnished,150 Sq Ft, 40 Ft, 350 Sq Ft,,,"Banani 12, Dhaka 1212",Bangladesh
https://rents.com.bd/property/2700-sq-ft-03-bedroom-nice-apartment-is-up-for-rent-at-gulshan/,2700 Sq Ft 03 Bedroom Nice Apartment Is Up For Rent At Gulshan,"Furnished Apartment For Rent In Dhaka, Residential",2700 Sq Ft/ 251 Sq. Meter,01 Car Parking,02 available,5th floor available, BDT 110000, Including with rent,2018, Residential, Family, Furnished,150 Sq Ft, 40 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/5050-sq-ft-ready-furnished-office-space-now-available-for-rent-in-banani/,5050 Sq Ft Ready Furnished Office Space Now Available for Rent In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",5050 Sq Ft/ 469 Sq. Meter,03 Car Parking,03 available,17th floor available," BDT 606,000", At Actual,2016, Fully Commercial, Corporate Office, Furnished,450 Sq Ft, 60 Ft, 550 Sq Ft,,,"Banani, Dhaka 1212",Bangladesh
https://rents.com.bd/property/2700-sq-ft-nicely-planned-commercial-space-is-available-for-rent-in-banani/,2700 Sq Ft Nicely Planned Commercial Space Is Available For Rent In Banani,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",2700 Sq Ft/ 251 Sq. Meter,01 Car Parking,02 available,3rd floor available, BDT 220000, At Actual,2017, Residential Cum Commercial, Corporate Office, Furnished,350 Sq Ft, 40 Ft, 350 Sq Ft,,,"Banani 11, Dhaka 1212",Bangladesh
https://rents.com.bd/property/we-bring-you-an-excellent-furnished-flat-of-2400-sq-ft-for-rent-in-gulshan-1/,We Bring You An Excellent Furnished Flat Of 2400 Sq Ft For Rent In Gulshan 1,"Furnished Apartment For Rent In Dhaka, Residential",2400 Sq Ft/ 192 Sq. Meter,01 Car Parking,01 available,6th," BDT 105,000", BDT 8000,2016, Residential, Family, Furnished,150 Sq Ft, 50 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan 1, Dhaka 1212",Bangladesh
https://rents.com.bd/property/we-bring-you-an-excellent-commercial-floor-of-6500-sq-ft-for-rent-in-gulshan-1/,We Bring You An Excellent Commercial Floor Of 6500 Sq Ft For Rent In Gulshan 1,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",6500 Sq Ft/ 604 Sq. Meter,01 Car Parking,01 available,"4th, 5th, 6th & 7th floor available"," BDT 715,000 (per floor)", At Actual,2020, Residential, Corporate Office, Un-Furnished,150 Sq Ft, 20 Ft, 150 Sq Ft,,,"Gulshan 1, Dhaka 1212",Bangladesh
https://rents.com.bd/property/get-this-4200-sq-ft-wonderful-office-space-in-gulshan-is-available-for-rent/,"Get This 4200 Sq Ft Wonderful Office Space In Gulshan, Is Available For Rent","Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",4200 Sq Ft/ 336 Sq. Meter,01 Car Parking,01 available,2nd floor available," BDT 250,000", At Actual,2014, Residential, Corporate Office or Small Office, Un-Furnished,150 Sq Ft, 60 Ft, 150 Sq Ft,,,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/luxury-apartment-of-6000-sq-ft-in-the-prestigious-community-of-north-gulshan/,Luxury Apartment Of 4000 Sq Ft In The Prestigious Community Of North Gulshan,"Luxury Collection, Residential, Residential Apartment",4000 Sq Ft,02 Car Parking,03 available,4th," BDT 550,000", BDT 30000,2018, Residential, Family, Unfurnished,350 Sq Ft, 40 Ft, 150 Sq Ft,04 Bedrooms,04 Bathrooms,"North Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/comfy-residential-place-is-for-rent-in-baridhara-diplomatic-zone-with-satisfactory-price/,Comfy Residential Place Is For Rent In Baridhara Diplomatic Zone With Satisfactory Price,"Luxury Collection, Residential, Residential Apartment",3700 Sq Ft/ 296 Sq. Meter,02 Car Parking,02 available,, BDT 325000, BDT 25000,2019, Residential, Family, Unfurnished,300 Sq Ft, 20 Ft, 550 Sq Ft,04 Bedrooms,04 Bathrooms,"Baridhara Diplomatic Zone, Dhaka- 1212",Bangladesh
https://rents.com.bd/property/wonderful-furnished-flat-covering-an-area-of-2700-sq-ft-is-available-for-rent-in-gulshan-1/,Wonderful Furnished Flat Covering An Area Of 2700 Sq Ft Is Available For Rent In Gulshan 1,"Furnished Apartment For Rent In Dhaka, Residential",2700 Sq Ft/ 216 Sq. Meter,01 Car Parking,01 available,6th, BDT 135000, BDT 12000,2017, Residential, Family, Furnished,150 Sq Ft, 50 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan 1, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-dazzling-3500-sq-ft-fully-furnished-flat-is-up-for-rent-located-at-gulshan/,A Dazzling 3500 Sq Ft Fully Furnished Flat Is Up For Rent Located At Gulshan,"Furnished Apartment For Rent In Dhaka, Luxury Collection, Residential",3500 Sq Ft/ 280 Sq. Meter,01 Car Parking,01 available,1st to 6th floor available, BDT 260000, Including with rent,2021, Residential, Family, Furnished,150 Sq Ft, 50 Ft, 150 Sq Ft,04 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/spaciously-designed-furnished-apartment-is-now-vacant-for-rent-in-north-gulshan/,Spaciously Designed Furnished Apartment Is Now Vacant For Rent In North Gulshan,"Furnished Apartment For Rent In Dhaka, Luxury Collection, Residential",4000 Sq Ft/ 320 Sq. Meter,02 Car Parking,02 available,7th floor available, BDT 350000, Including with rent,2019, Residential, Family, Furnished,350 Sq Ft, 40 Ft, 150 Sq Ft,03 Bedrooms,04 Bathrooms,"North Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/we-bring-you-a-nice-spacious-office-space-of-3500-sq-ft-for-rent-in-gulshan-1/,We Bring You A Nice & Spacious Office Space Of 3500 Sq Ft For Rent In Gulshan 1,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Office Space",3500 Sq Ft/ 280 Sq. Meter,01 Car Parking,01 available,"4th, 5th & 6th floor available"," BDT 220,000 (per floor)", At Actual,2021, Residential, Corporate Office or Small Office, Un-Furnished,150 Sq Ft, 20 Ft, 150 Sq Ft,,,"Gulshan 1, Dhaka 1212",Bangladesh
https://rents.com.bd/property/fully-furnished-studio-apartment-in-north-gulshan-is-up-for-rent/,"Fully Furnished Studio Apartment In North Gulshan, Is Up For Rent","Furnished Apartment For Rent In Dhaka, Residential",500 Sq Ft/ 40 Sq. Meter,01 Car Parking,01 available,5th," BDT 70,000", BDT 5000,2013, Residential, Family, Furnished,150 Sq Ft, 40 Ft, 150 Sq Ft,01 Bedrooms,01 Bathrooms,"North Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/comfy-residential-place-is-for-rent-in-gulshan-1-with-satisfactory-price/,Comfy Residential Place Is For Rent In Gulshan 1 With Satisfactory Price,"Residential, Residential Apartment",2300 Sq Ft/ 184 Sq. Meter,01 Car Parking,02 available,8th, BDT 70000, BDT 8000,2012, Residential, Family, Unfurnished,150 Sq Ft, 60 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan 1, Dhaka 1212",Bangladesh
https://rents.com.bd/property/luxury-all-around-in-this-2600-sq-ft-apartment-which-is-near-to-gulshan-1/,Luxury All Around In This 2600 Sq. Ft Apartment Which Is Near To Gulshan 1,"Residential, Residential Apartment",2600 Sq Ft/ 208 Sq. Meter,01 Car Parking,02 available,5th, BDT 120000, BDT 10000,2018, Residential, Family, Unfurnished,150 Sq Ft, 40 Ft, 150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/massive-5350-sq-ft-04-bedroom-apartment-now-available-for-rent-in-north-gulshan/,Massive 5350 Sq Ft 04 Bedroom Apartment Now Available For Rent In North Gulshan,"Luxury Collection, Residential, Residential Apartment",5350 Sq Ft/ 428 Sq. Meter,02 Car Parking,02 available,7th, BDT 400000, BDT 25000,2017, Residential, Family, Unfurnished,150 Sq Ft, 40 Ft, 150 Sq Ft,04 Bedrooms,04 Bathrooms,"North Gulshan, Dhaka 1212",Bangladesh
